simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
62,95,Round of 16,Iran,Portugal,1,1,Portugal,Iran,True
62,96,Round of 16,Canada,Uruguay,1,2,Uruguay,Canada,False
62,97,Quarter-final,Scotland,Brazil,3,2,Scotland,Brazil,False
62,98,Quarter-final,England,Egypt,2,0,England,Egypt,False
62,99,Quarter-final,Netherlands,Croatia,1,0,Netherlands,Croatia,False
62,100,Quarter-final,Portugal,Uruguay,2,0,Portugal,Uruguay,False
62,101,Semi-final,Scotland,England,1,2,England,Scotland,False
62,102,Semi-final,Netherlands,Portugal,0,0,Portugal,Netherlands,True
62,103,Third-place playoff,Scotland,Netherlands,0,2,Netherlands,Scotland,False
62,104,Final,England,Portugal,4,1,England,Portugal,False
63,73,Round of 32,Mexico,Canada,3,1,Mexico,Canada,False
63,74,Round of 32,Brazil,Netherlands,1,1,Netherlands,Brazil,True
63,75,Round of 32,Ecuador,Morocco,2,1,Ecuador,Morocco,False
63,76,Round of 32,Sweden,Scotland,1,0,Sweden,Scotland,False
63,77,Round of 32,Ivory Coast,Norway,1,3,Norway,Ivory Coast,False
63,78,Round of 32,Senegal,Turkey,2,0,Senegal,Turkey,False
63,79,Round of 32,Czech Republic,Germany,0,2,Germany,Czech Republic,False
63,80,Round of 32,England,Uzbekistan,0,1,Uzbekistan,England,False
63,81,Round of 32,Iran,France,2,2,France,Iran,True
63,82,Round of 32,Paraguay,Qatar,1,1,Qatar,Paraguay,True
63,83,Round of 32,Portugal,Croatia,0,2,Croatia,Portugal,False
63,84,Round of 32,Spain,Jordan,2,0,Spain,Jordan,False
63,85,Round of 32,Switzerland,Egypt,2,4,Egypt,Switzerland,False
63,86,Round of 32,United States,New Zealand,1,0,United States,New Zealand,False
63,87,Round of 32,Argentina,Uruguay,2,1,Argentina,Uruguay,False
63,88,Round of 32,Colombia,Panama,2,0,Colombia,Panama,False
63,89,Round of 16,Mexico,Ecuador,0,1,Ecuador,Mexico,False
63,90,Round of 16,Netherlands,Norway,0,1,Norway,Netherlands,False
63,91,Round of 16,Sweden,Senegal,2,3,Senegal,Sweden,False
63,92,Round of 16,Germany,Uzbekistan,3,3,Germany,Uzbekistan,True
63,93,Round of 16,Croatia,Spain,3,1,Croatia,Spain,False
63,94,Round of 16,France,Qatar,4,0,France,Qatar,False
63,95,Round of 16,United States,Colombia,0,1,Colombia,United States,False
63,96,Round of 16,Egypt,Argentina,1,2,Argentina,Egypt,False
63,97,Quarter-final,Ecuador,Norway,3,1,Ecuador,Norway,False
63,98,Quarter-final,Croatia,France,1,2,France,Croatia,False
63,99,Quarter-final,Senegal,Germany,2,2,Senegal,Germany,True
63,100,Quarter-final,Colombia,Argentina,0,0,Argentina,Colombia,True
63,101,Semi-final,Ecuador,France,0,6,France,Ecuador,False
63,102,Semi-final,Senegal,Argentina,1,1,Senegal,Argentina,True
63,103,Third-place playoff,Ecuador,Argentina,0,0,Argentina,Ecuador,True
63,104,Final,France,Senegal,1,1,Senegal,France,True
64,73,Round of 32,South Korea,Switzerland,0,0,South Korea,Switzerland,True
64,74,Round of 32,Morocco,Netherlands,2,0,Morocco,Netherlands,False
64,75,Round of 32,Ecuador,Tunisia,1,0,Ecuador,Tunisia,False
64,76,Round of 32,Japan,Brazil,0,2,Brazil,Japan,False
64,77,Round of 32,Germany,Norway,2,1,Germany,Norway,False
64,78,Round of 32,France,Egypt,5,1,France,Egypt,False
64,79,Round of 32,Czech Republic,Saudi Arabia,1,1,Czech Republic,Saudi Arabia,True
64,80,Round of 32,Croatia,Iraq,4,1,Croatia,Iraq,False
64,81,Round of 32,Belgium,South Africa,4,3,Belgium,South Africa,False
64,82,Round of 32,United States,Bosnia and Herzegovina,3,0,United States,Bosnia and Herzegovina,False
64,83,Round of 32,Uzbekistan,England,0,1,England,Uzbekistan,False
64,84,Round of 32,Spain,Algeria,2,1,Spain,Algeria,False
64,85,Round of 32,Canada,Austria,2,1,Canada,Austria,False
64,86,Round of 32,Turkey,Iran,3,0,Turkey,Iran,False
64,87,Round of 32,Argentina,Cape Verde,1,0,Argentina,Cape Verde,False
64,88,Round of 32,Colombia,Panama,0,1,Panama,Colombia,False
64,89,Round of 16,South Korea,Ecuador,1,0,South Korea,Ecuador,False
64,90,Round of 16,Morocco,Germany,2,2,Germany,Morocco,True
64,91,Round of 16,Brazil,France,2,2,France,Brazil,True
64,92,Round of 16,Czech Republic,Croatia,0,0,Croatia,Czech Republic,True
64,93,Round of 16,England,Spain,1,4,Spain,England,False
64,94,Round of 16,Belgium,United States,1,1,United States,Belgium,True
64,95,Round of 16,Turkey,Panama,2,3,Panama,Turkey,False
64,96,Round of 16,Canada,Argentina,0,1,Argentina,Canada,False
64,97,Quarter-final,South Korea,Germany,1,2,Germany,South Korea,False
64,98,Quarter-final,Spain,United States,1,4,United States,Spain,False
64,99,Quarter-final,France,Croatia,4,0,France,Croatia,False
64,100,Quarter-final,Panama,Argentina,2,2,Argentina,Panama,True
64,101,Semi-final,Germany,United States,6,0,Germany,United States,False
64,102,Semi-final,France,Argentina,0,0,France,Argentina,True
64,103,Third-place playoff,United States,Argentina,0,2,Argentina,United States,False
64,104,Final,Germany,France,0,1,France,Germany,False
65,73,Round of 32,South Africa,Canada,1,2,Canada,South Africa,False
65,74,Round of 32,Morocco,Netherlands,0,1,Netherlands,Morocco,False
65,75,Round of 32,Ecuador,Turkey,0,0,Turkey,Ecuador,True
65,76,Round of 32,Japan,Scotland,2,1,Japan,Scotland,False
65,77,Round of 32,Ivory Coast,Norway,1,6,Norway,Ivory Coast,False
65,78,Round of 32,France,Saudi Arabia,4,2,France,Saudi Arabia,False
65,79,Round of 32,Mexico,Germany,2,0,Mexico,Germany,False
65,80,Round of 32,England,Uzbekistan,2,1,England,Uzbekistan,False
65,81,Round of 32,Egypt,South Korea,3,1,Egypt,South Korea,False
65,82,Round of 32,Paraguay,Bosnia and Herzegovina,4,1,Paraguay,Bosnia and Herzegovina,False
65,83,Round of 32,Portugal,Panama,4,1,Portugal,Panama,False
65,84,Round of 32,Spain,Argentina,2,1,Spain,Argentina,False
65,85,Round of 32,Switzerland,New Zealand,2,0,Switzerland,New Zealand,False
65,86,Round of 32,Australia,Belgium,2,0,Australia,Belgium,False
65,87,Round of 32,Austria,Uruguay,1,0,Austria,Uruguay,False
65,88,Round of 32,Colombia,Croatia,3,1,Colombia,Croatia,False
65,89,Round of 16,Canada,Turkey,1,0,Canada,Turkey,False
65,90,Round of 16,Netherlands,Norway,0,0,Netherlands,Norway,True
65,91,Round of 16,Japan,France,0,2,France,Japan,False
65,92,Round of 16,Mexico,England,1,3,England,Mexico,False
65,93,Round of 16,Portugal,Spain,0,3,Spain,Portugal,False
65,94,Round of 16,Egypt,Paraguay,1,0,Egypt,Paraguay,False
65,95,Round of 16,Australia,Colombia,1,2,Colombia,Australia,False
65,96,Round of 16,Switzerland,Austria,1,1,Switzerland,Austria,True
65,97,Quarter-final,Canada,Netherlands,2,1,Canada,Netherlands,False
65,98,Quarter-final,Spain,Egypt,0,3,Egypt,Spain,False
65,99,Quarter-final,France,England,2,2,France,England,True
65,100,Quarter-final,Colombia,Switzerland,4,1,Colombia,Switzerland,False
65,101,Semi-final,Canada,Egypt,1,2,Egypt,Canada,False
65,102,Semi-final,France,Colombia,1,1,France,Colombia,True
65,103,Third-place playoff,Canada,Colombia,1,1,Colombia,Canada,True
65,104,Final,Egypt,France,0,1,France,Egypt,False
66,73,Round of 32,South Korea,Canada,0,2,Canada,South Korea,False
66,74,Round of 32,Morocco,Netherlands,0,0,Netherlands,Morocco,True
66,75,Round of 32,Ecuador,Scotland,2,2,Scotland,Ecuador,True
66,76,Round of 32,Tunisia,Brazil,2,3,Brazil,Tunisia,False
66,77,Round of 32,Ivory Coast,Norway,2,2,Ivory Coast,Norway,True
66,78,Round of 32,France,Sweden,3,2,France,Sweden,False
66,79,Round of 32,Mexico,Germany,0,1,Germany,Mexico,False
66,80,Round of 32,England,Senegal,1,2,Senegal,England,False
66,81,Round of 32,Iran,Saudi Arabia,6,0,Iran,Saudi Arabia,False
66,82,Round of 32,Turkey,Switzerland,2,2,Turkey,Switzerland,True
66,83,Round of 32,Colombia,Croatia,0,0,Croatia,Colombia,True
66,84,Round of 32,Spain,Austria,0,0,Spain,Austria,True
66,85,Round of 32,Qatar,Algeria,2,0,Qatar,Algeria,False
66,86,Round of 32,United States,Belgium,0,0,Belgium,United States,True
66,87,Round of 32,Argentina,Uruguay,4,1,Argentina,Uruguay,False
66,88,Round of 32,DR Congo,Panama,1,0,DR Congo,Panama,False
66,89,Round of 16,Canada,Scotland,1,1,Canada,Scotland,True
66,90,Round of 16,Netherlands,Ivory Coast,3,0,Netherlands,Ivory Coast,False
66,91,Round of 16,Brazil,France,0,1,France,Brazil,False
66,92,Round of 16,Germany,Senegal,1,0,Germany,Senegal,False
66,93,Round of 16,Croatia,Spain,0,2,Spain,Croatia,False
66,94,Round of 16,Iran,Turkey,0,2,Turkey,Iran,False
66,95,Round of 16,Belgium,DR Congo,1,1,DR Congo,Belgium,True
66,96,Round of 16,Qatar,Argentina,0,5,Argentina,Qatar,False
66,97,Quarter-final,Canada,Netherlands,0,1,Netherlands,Canada,False
66,98,Quarter-final,Spain,Turkey,3,1,Spain,Turkey,False
66,99,Quarter-final,France,Germany,1,1,France,Germany,True
66,100,Quarter-final,DR Congo,Argentina,0,3,Argentina,DR Congo,False
66,101,Semi-final,Netherlands,Spain,1,2,Spain,Netherlands,False
66,102,Semi-final,France,Argentina,1,1,Argentina,France,True
66,103,Third-place playoff,Netherlands,France,0,0,France,Netherlands,True
66,104,Final,Spain,Argentina,2,1,Spain,Argentina,False
67,73,Round of 32,Mexico,Canada,0,0,Canada,Mexico,True
67,74,Round of 32,Scotland,Japan,0,0,Japan,Scotland,True
67,75,Round of 32,Germany,Haiti,3,0,Germany,Haiti,False
67,76,Round of 32,Sweden,Morocco,1,3,Morocco,Sweden,False
67,77,Round of 32,Ivory Coast,Iraq,3,2,Ivory Coast,Iraq,False
67,78,Round of 32,France,Paraguay,1,1,France,Paraguay,True
67,79,Round of 32,South Korea,Spain,0,3,Spain,South Korea,False
67,80,Round of 32,Croatia,Uzbekistan,1,1,Croatia,Uzbekistan,True
67,81,Round of 32,New Zealand,Czech Republic,2,2,Czech Republic,New Zealand,True
67,82,Round of 32,Australia,Ecuador,1,0,Australia,Ecuador,False
67,83,Round of 32,Portugal,England,1,3,England,Portugal,False
67,84,Round of 32,Uruguay,Algeria,3,1,Uruguay,Algeria,False
67,85,Round of 32,Switzerland,Austria,1,2,Austria,Switzerland,False
67,86,Round of 32,Turkey,Egypt,0,0,Egypt,Turkey,True
67,87,Round of 32,Argentina,Cape Verde,3,2,Argentina,Cape Verde,False
67,88,Round of 32,Colombia,Ghana,4,0,Colombia,Ghana,False
67,89,Round of 16,Canada,Germany,3,2,Canada,Germany,False
67,90,Round of 16,Japan,Ivory Coast,2,2,Japan,Ivory Coast,True
67,91,Round of 16,Morocco,France,3,2,Morocco,France,False
67,92,Round of 16,Spain,Croatia,2,0,Spain,Croatia,False
67,93,Round of 16,England,Uruguay,1,1,England,Uruguay,True
67,94,Round of 16,Czech Republic,Australia,1,1,Australia,Czech Republic,True
67,95,Round of 16,Egypt,Colombia,0,2,Colombia,Egypt,False
67,96,Round of 16,Austria,Argentina,2,0,Austria,Argentina,False
67,97,Quarter-final,Canada,Japan,0,1,Japan,Canada,False
67,98,Quarter-final,England,Australia,2,0,England,Australia,False
67,99,Quarter-final,Morocco,Spain,0,0,Spain,Morocco,True
67,100,Quarter-final,Colombia,Austria,2,0,Colombia,Austria,False
67,101,Semi-final,Japan,England,1,3,England,Japan,False
67,102,Semi-final,Spain,Colombia,0,0,Colombia,Spain,True
67,103,Third-place playoff,Japan,Spain,0,0,Spain,Japan,True
67,104,Final,England,Colombia,1,1,Colombia,England,True
68,73,Round of 32,Mexico,Canada,0,1,Canada,Mexico,False
68,74,Round of 32,Morocco,Netherlands,0,0,Morocco,Netherlands,True
68,75,Round of 32,Germany,Australia,6,0,Germany,Australia,False
68,76,Round of 32,Japan,Brazil,5,0,Japan,Brazil,False
68,77,Round of 32,Ecuador,Senegal,1,1,Senegal,Ecuador,True
68,78,Round of 32,France,Sweden,3,1,France,Sweden,False
68,79,Round of 32,South Korea,Haiti,1,1,Haiti,South Korea,True
68,80,Round of 32,Croatia,DR Congo,2,0,Croatia,DR Congo,False
68,81,Round of 32,Belgium,Cape Verde,2,1,Belgium,Cape Verde,False
68,82,Round of 32,United States,Norway,4,1,United States,Norway,False
68,83,Round of 32,Colombia,Panama,2,0,Colombia,Panama,False
68,84,Round of 32,Uruguay,Austria,0,0,Uruguay,Austria,True
68,85,Round of 32,Switzerland,Iran,0,0,Iran,Switzerland,True
68,86,Round of 32,Paraguay,New Zealand,5,0,Paraguay,New Zealand,False
68,87,Round of 32,Argentina,Spain,3,0,Argentina,Spain,False
68,88,Round of 32,Portugal,England,0,1,England,Portugal,False
68,89,Round of 16,Canada,Germany,0,4,Germany,Canada,False
68,90,Round of 16,Morocco,Senegal,3,0,Morocco,Senegal,False
68,91,Round of 16,Japan,France,1,1,Japan,France,True
68,92,Round of 16,Haiti,Croatia,0,1,Croatia,Haiti,False
68,93,Round of 16,Colombia,Uruguay,2,0,Colombia,Uruguay,False
68,94,Round of 16,Belgium,United States,0,0,United States,Belgium,True
68,95,Round of 16,Paraguay,England,1,2,England,Paraguay,False
68,96,Round of 16,Iran,Argentina,0,1,Argentina,Iran,False
68,97,Quarter-final,Germany,Morocco,0,2,Morocco,Germany,False
68,98,Quarter-final,Colombia,United States,2,3,United States,Colombia,False
68,99,Quarter-final,Japan,Croatia,1,0,Japan,Croatia,False
68,100,Quarter-final,England,Argentina,2,5,Argentina,England,False
68,101,Semi-final,Morocco,United States,0,2,United States,Morocco,False
68,102,Semi-final,Japan,Argentina,3,0,Japan,Argentina,False
68,103,Third-place playoff,Morocco,Argentina,2,4,Argentina,Morocco,False
68,104,Final,United States,Japan,3,0,United States,Japan,False
69,73,Round of 32,Mexico,Canada,2,0,Mexico,Canada,False
69,74,Round of 32,Brazil,Netherlands,1,1,Brazil,Netherlands,True
69,75,Round of 32,Ecuador,United States,0,2,United States,Ecuador,False
69,76,Round of 32,Tunisia,Scotland,1,1,Scotland,Tunisia,True
69,77,Round of 32,Germany,Norway,1,1,Germany,Norway,True
69,78,Round of 32,France,Sweden,1,0,France,Sweden,False
69,79,Round of 32,South Africa,Morocco,1,1,South Africa,Morocco,True
69,80,Round of 32,England,DR Congo,4,1,England,DR Congo,False
69,81,Round of 32,Belgium,South Korea,4,1,Belgium,South Korea,False
69,82,Round of 32,Paraguay,Bosnia and Herzegovina,1,1,Bosnia and Herzegovina,Paraguay,True
69,83,Round of 32,Portugal,Croatia,2,0,Portugal,Croatia,False
69,84,Round of 32,Spain,Austria,4,0,Spain,Austria,False
69,85,Round of 32,Switzerland,Iran,1,0,Switzerland,Iran,False
69,86,Round of 32,Turkey,Egypt,0,1,Egypt,Turkey,False
69,87,Round of 32,Argentina,Uruguay,2,1,Argentina,Uruguay,False
69,88,Round of 32,Colombia,Ivory Coast,3,2,Colombia,Ivory Coast,False
69,89,Round of 16,Mexico,United States,2,1,Mexico,United States,False
69,90,Round of 16,Brazil,Germany,1,3,Germany,Brazil,False
69,91,Round of 16,Scotland,France,2,1,Scotland,France,False
69,92,Round of 16,South Africa,England,2,0,South Africa,England,False
69,93,Round of 16,Portugal,Spain,0,3,Spain,Portugal,False
69,94,Round of 16,Belgium,Bosnia and Herzegovina,2,0,Belgium,Bosnia and Herzegovina,False
69,95,Round of 16,Egypt,Colombia,0,4,Colombia,Egypt,False
69,96,Round of 16,Switzerland,Argentina,1,0,Switzerland,Argentina,False
69,97,Quarter-final,Mexico,Germany,0,0,Germany,Mexico,True
69,98,Quarter-final,Spain,Belgium,7,1,Spain,Belgium,False
69,99,Quarter-final,Scotland,South Africa,0,3,South Africa,Scotland,False
69,100,Quarter-final,Colombia,Switzerland,0,0,Switzerland,Colombia,True
69,101,Semi-final,Germany,Spain,3,2,Germany,Spain,False
69,102,Semi-final,South Africa,Switzerland,1,2,Switzerland,South Africa,False
69,103,Third-place playoff,Spain,South Africa,3,1,Spain,South Africa,False
69,104,Final,Germany,Switzerland,0,0,Germany,Switzerland,True
70,73,Round of 32,Czech Republic,Qatar,1,0,Czech Republic,Qatar,False
70,74,Round of 32,Brazil,Sweden,5,0,Brazil,Sweden,False
70,75,Round of 32,Ecuador,United States,2,1,Ecuador,United States,False
70,76,Round of 32,Netherlands,Morocco,1,2,Morocco,Netherlands,False
70,77,Round of 32,Ivory Coast,Norway,2,2,Norway,Ivory Coast,True
70,78,Round of 32,France,Japan,0,0,Japan,France,True
70,79,Round of 32,South Korea,Scotland,3,0,South Korea,Scotland,False
70,80,Round of 32,Croatia,Germany,2,1,Croatia,Germany,False
70,81,Round of 32,Iran,Mexico,1,1,Iran,Mexico,True
70,82,Round of 32,Australia,Jordan,3,3,Jordan,Australia,True
70,83,Round of 32,Colombia,Panama,2,0,Colombia,Panama,False
70,84,Round of 32,Spain,Austria,5,1,Spain,Austria,False
70,85,Round of 32,Switzerland,Egypt,2,0,Switzerland,Egypt,False
70,86,Round of 32,Paraguay,New Zealand,2,0,Paraguay,New Zealand,False
70,87,Round of 32,Argentina,Uruguay,1,0,Argentina,Uruguay,False
70,88,Round of 32,Portugal,England,2,1,Portugal,England,False
70,89,Round of 16,Czech Republic,Ecuador,1,1,Ecuador,Czech Republic,True
70,90,Round of 16,Brazil,Norway,0,0,Norway,Brazil,True
70,91,Round of 16,Morocco,Japan,0,2,Japan,Morocco,False
70,92,Round of 16,South Korea,Croatia,2,2,Croatia,South Korea,True
70,93,Round of 16,Colombia,Spain,1,2,Spain,Colombia,False
70,94,Round of 16,Iran,Jordan,0,0,Jordan,Iran,True
70,95,Round of 16,Paraguay,Portugal,1,2,Portugal,Paraguay,False
70,96,Round of 16,Switzerland,Argentina,1,1,Argentina,Switzerland,True
70,97,Quarter-final,Ecuador,Norway,3,0,Ecuador,Norway,False
70,98,Quarter-final,Spain,Jordan,3,0,Spain,Jordan,False
70,99,Quarter-final,Japan,Croatia,1,0,Japan,Croatia,False
70,100,Quarter-final,Portugal,Argentina,2,2,Portugal,Argentina,True
70,101,Semi-final,Ecuador,Spain,3,3,Spain,Ecuador,True
70,102,Semi-final,Japan,Portugal,1,3,Portugal,Japan,False
70,103,Third-place playoff,Ecuador,Japan,2,2,Ecuador,Japan,True
70,104,Final,Spain,Portugal,3,1,Spain,Portugal,False
71,73,Round of 32,Czech Republic,Switzerland,1,1,Switzerland,Czech Republic,True
71,74,Round of 32,Morocco,Netherlands,2,2,Netherlands,Morocco,True
71,75,Round of 32,Germany,Haiti,3,2,Germany,Haiti,False
71,76,Round of 32,Japan,Brazil,3,0,Japan,Brazil,False
71,77,Round of 32,Ecuador,Senegal,1,1,Senegal,Ecuador,True
71,78,Round of 32,France,Tunisia,6,1,France,Tunisia,False
71,79,Round of 32,Mexico,Ivory Coast,1,1,Mexico,Ivory Coast,True
71,80,Round of 32,Panama,Colombia,1,4,Colombia,Panama,False
71,81,Round of 32,Belgium,Saudi Arabia,1,2,Saudi Arabia,Belgium,False
71,82,Round of 32,United States,Bosnia and Herzegovina,2,0,United States,Bosnia and Herzegovina,False
71,83,Round of 32,DR Congo,Croatia,3,1,DR Congo,Croatia,False
71,84,Round of 32,Spain,Algeria,1,0,Spain,Algeria,False
71,85,Round of 32,Canada,Austria,1,0,Canada,Austria,False
71,86,Round of 32,Turkey,New Zealand,0,1,New Zealand,Turkey,False
71,87,Round of 32,Argentina,Cape Verde,3,0,Argentina,Cape Verde,False
71,88,Round of 32,Portugal,England,1,3,England,Portugal,False
71,89,Round of 16,Switzerland,Germany,0,3,Germany,Switzerland,False
71,90,Round of 16,Netherlands,Senegal,1,1,Senegal,Netherlands,True
71,91,Round of 16,Japan,France,1,2,France,Japan,False
71,92,Round of 16,Mexico,Colombia,0,1,Colombia,Mexico,False
71,93,Round of 16,DR Congo,Spain,0,2,Spain,DR Congo,False
71,94,Round of 16,Saudi Arabia,United States,0,1,United States,Saudi Arabia,False
71,95,Round of 16,New Zealand,England,2,2,England,New Zealand,True
71,96,Round of 16,Canada,Argentina,1,1,Argentina,Canada,True
71,97,Quarter-final,Germany,Senegal,3,1,Germany,Senegal,False
71,98,Quarter-final,Spain,United States,2,1,Spain,United States,False
71,99,Quarter-final,France,Colombia,1,1,France,Colombia,True
71,100,Quarter-final,England,Argentina,3,2,England,Argentina,False
71,101,Semi-final,Germany,Spain,1,3,Spain,Germany,False
71,102,Semi-final,France,England,1,2,England,France,False
71,103,Third-place playoff,Germany,France,2,3,France,Germany,False
71,104,Final,Spain,England,1,0,Spain,England,False
72,73,Round of 32,South Korea,Qatar,2,1,South Korea,Qatar,False
72,74,Round of 32,Morocco,Netherlands,2,0,Morocco,Netherlands,False
72,75,Round of 32,Ecuador,Australia,1,0,Ecuador,Australia,False
72,76,Round of 32,Japan,Scotland,2,1,Japan,Scotland,False
72,77,Round of 32,Germany,Norway,0,0,Norway,Germany,True
72,78,Round of 32,France,Tunisia,1,1,France,Tunisia,True
72,79,Round of 32,Czech Republic,Brazil,0,3,Brazil,Czech Republic,False
72,80,Round of 32,England,Ivory Coast,4,1,England,Ivory Coast,False
72,81,Round of 32,Belgium,Mexico,0,1,Mexico,Belgium,False
72,82,Round of 32,United States,Austria,1,3,Austria,United States,False
72,83,Round of 32,Portugal,Croatia,1,0,Portugal,Croatia,False
72,84,Round of 32,Spain,Algeria,3,0,Spain,Algeria,False
72,85,Round of 32,Canada,Iran,2,0,Canada,Iran,False
72,86,Round of 32,Paraguay,Egypt,1,1,Egypt,Paraguay,True
72,87,Round of 32,Argentina,Uruguay,1,2,Uruguay,Argentina,False
72,88,Round of 32,Colombia,Panama,3,1,Colombia,Panama,False
72,89,Round of 16,South Korea,Ecuador,0,0,Ecuador,South Korea,True
72,90,Round of 16,Morocco,Norway,2,1,Morocco,Norway,False
72,91,Round of 16,Japan,France,1,1,France,Japan,True
72,92,Round of 16,Brazil,England,3,2,Brazil,England,False
72,93,Round of 16,Portugal,Spain,2,1,Portugal,Spain,False
72,94,Round of 16,Mexico,Austria,1,0,Mexico,Austria,False
72,95,Round of 16,Egypt,Colombia,0,1,Colombia,Egypt,False
72,96,Round of 16,Canada,Uruguay,1,1,Canada,Uruguay,True
